Make,Vehicle Class,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Model1,Model2,Transmission1,Transmission2
FORD,SUBCOMPACT,2.3,4,X,11.8,8.3,10.2,28,239,MUSTANG,Undefined,AS,6
FORD,SUBCOMPACT,2.3,4,X,11.2,7.8,9.8,29,230,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,2.3,4,X,11.2,8.4,9.8,29,230,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,3.7,6,X,12.8,8.9,11.1,25,259,MUSTANG,Undefined,AS,6
FORD,SUBCOMPACT,3.7,6,X,13.8,8.8,11.5,25,271,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,5.0,8,X,15.6,9.6,12.9,22,303,MUSTANG,Undefined,AS,6
FORD,SUBCOMPACT,5.0,8,X,15.8,9.8,13.1,22,307,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,5.0,8,X,16.7,10.2,13.8,20,324,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,2.3,4,X,11.8,8.3,10.2,28,239,MUSTANG,Undefined,AS,6
FORD,SUBCOMPACT,2.3,4,X,11.2,8.7,10.1,28,237,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,5.0,8,X,15.5,10.3,13.2,21,309,MUSTANG,Undefined,AS,6
FORD,SUBCOMPACT,5.0,8,X,16.7,10.2,13.8,20,324,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,5.2,8,Z,17.2,11.3,14.6,19,341,SHELBY,Undefined,M,6
FORD,VAN - PASSENGER,3.5,6,X,16.2,12.8,14.6,19,344,T-150,Undefined,AS,6
FORD,VAN - PASSENGER,3.7,6,X,16.7,13.0,15.1,19,354,T-150,Flexible-fuel vehicle,AS,6
FORD,VAN - PASSENGER,3.7,6,E,23.0,18.5,20.9,14,343,T-150,Flexible-fuel vehicle,AS,6
FORD,FULL-SIZE,2.0,4,X,11.8,8.1,10.1,28,238,TAURUS,Undefined,AS,6
FORD,FULL-SIZE,3.5,6,X,13.1,8.7,11.1,25,260,TAURUS,Flexible-fuel vehicle,AS,6
FORD,FULL-SIZE,3.5,6,E,17.6,11.7,15.0,19,249,TAURUS,Flexible-fuel vehicle,AS,6
FORD,FULL-SIZE,3.5,6,X,14.7,9.8,12.5,23,293,TAURUS,All-wheel drive,AS,6
FORD,FULL-SIZE,3.5,6,X,13.6,9.9,12.4,23,291,TAURUS,"Flexible-fuel vehicle, All-wheel drive",AS,6
FORD,FULL-SIZE,3.5,6,E,18.7,13.4,16.3,17,271,TAURUS,"Flexible-fuel vehicle, All-wheel drive",AS,6
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,X,11.9,8.7,10.4,27,244,TRANSIT,Flexible-fuel vehicle,AS,6
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,E,16.1,11.9,14.2,20,234,TRANSIT,Flexible-fuel vehicle,AS,6
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,X,12.4,8.8,10.8,26,253,TRANSIT,"Long wheelbase, Flexible-fuel vehicle",AS,6
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,E,16.8,12.1,14.7,19,242,TRANSIT,"Long wheelbase, Flexible-fuel vehicle",AS,6
GENESIS,FULL-SIZE,3.8,6,X,14.3,9.5,12.1,23,286,G80,All-wheel drive,AS,8
GENESIS,FULL-SIZE,5.0,8,Z,17.2,10.5,14.2,20,332,G80,All-wheel drive,AS,8
GENESIS,FULL-SIZE,3.3,6,Z,13.7,9.7,11.9,24,279,G90,All-wheel drive,AS,8
GENESIS,FULL-SIZE,5.0,8,Z,15.2,10.2,13.0,22,306,G90,All-wheel drive,AS,8
GMC,SUV - STANDARD,2.5,4,X,11.0,9.2,10.2,28,239,ACADIA,Undefined,A,6
GMC,SUV - STANDARD,3.6,6,X,13.0,9.3,11.3,25,265,ACADIA,Undefined,A,6
GMC,SUV - STANDARD,2.5,4,X,11.2,9.4,10.4,27,243,ACADIA,All-wheel drive,A,6
GMC,SUV - STANDARD,3.6,6,X,13.3,9.5,11.6,24,271,ACADIA,All-wheel drive,A,6
GMC,PICKUP TRUCK - SMALL,2.5,4,X,12.0,9.2,10.7,26,252,CANYON,Undefined,A,6
GMC,PICKUP TRUCK - SMALL,2.5,4,X,12.2,9.2,10.9,26,254,CANYON,Undefined,M,6
GMC,PICKUP TRUCK - SMALL,2.8,4,D,10.8,7.9,9.5,30,255,CANYON,Undefined,A,6
GMC,PICKUP TRUCK - SMALL,3.6,6,X,13.4,9.6,11.7,24,274,CANYON,Undefined,A,8
GMC,PICKUP TRUCK - SMALL,2.5,4,X,12.7,9.6,11.3,25,263,CANYON,Four-wheel drive,A,6
GMC,PICKUP TRUCK - SMALL,2.8,4,D,12.1,8.4,10.4,27,280,CANYON,Four-wheel drive,A,6
GMC,PICKUP TRUCK - SMALL,3.6,6,X,14.0,9.9,12.2,23,286,CANYON,Four-wheel drive,A,8
GMC,VAN - PASSENGER,6.0,8,X,21.8,14.8,18.6,15,438,SAVANA,Undefined,A,6
GMC,VAN - PASSENGER,6.0,8,X,22.3,14.9,19.0,15,445,SAVANA,Undefined,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,297,SIERRA,Undefined,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,X,15.2,10.7,13.1,22,309,SIERRA,Undefined,A,8
GMC,PICKUP TRUCK - STANDARD,6.2,8,Z,15.9,11.2,13.8,20,323,SIERRA,Undefined,A,8
GMC,PICKUP TRUCK - STANDARD,4.3,6,X,13.4,10.0,11.9,24,279,SIERRA,Flexible-fuel vehicle,A,6
GMC,PICKUP TRUCK - STANDARD,4.3,6,E,19.3,14.3,17.1,17,284,SIERRA,Flexible-fuel vehicle,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,298,SIERRA,Flexible-fuel vehicle,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,E,19.7,13.9,17.1,17,284,SIERRA,Flexible-fuel vehicle,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,X,15.0,10.7,13.1,22,307,SIERRA,Four-wheel drive,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.5,13.9,20,327,SIERRA,Four-wheel drive,A,8
GMC,PICKUP TRUCK - STANDARD,6.2,8,Z,16.0,11.7,14.1,20,330,SIERRA,Four-wheel drive,A,8
GMC,PICKUP TRUCK - STANDARD,4.3,6,X,14.1,10.6,12.5,23,294,SIERRA,"Four-wheel drive, Flexible-fuel vehicle",A,6
GMC,PICKUP TRUCK - STANDARD,4.3,6,E,20.3,15.2,18.0,16,294,SIERRA,"Four-wheel drive, Flexible-fuel vehicle",A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,X,15.0,10.7,13.1,22,307,SIERRA,"Four-wheel drive, Flexible-fuel vehicle",A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,E,20.7,14.4,17.9,16,317,SIERRA,"Four-wheel drive, Flexible-fuel vehicle",A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,X,14.4,11.2,13.0,22,303,SIERRA,Four-wheel drive,A,8
GMC,SUV - SMALL,2.4,4,X,11.0,7.5,9.4,30,221,TERRAIN,Undefined,A,6
GMC,SUV - SMALL,2.4,4,X,11.0,7.5,9.4,30,221,TERRAIN,Flexible-fuel vehicle,A,6
GMC,SUV - SMALL,2.4,4,E,15.6,11.0,13.6,21,223,TERRAIN,Flexible-fuel vehicle,A,6
GMC,SUV - SMALL,3.6,6,X,14.1,9.7,12.1,23,285,TERRAIN,Undefined,A,6
GMC,SUV - SMALL,2.4,4,X,11.5,8.3,10.1,28,237,TERRAIN,All-wheel drive,A,6
GMC,SUV - SMALL,3.6,6,X,15.0,10.4,13.0,22,304,TERRAIN,All-wheel drive,A,6
GMC,SUV - STANDARD,5.3,8,X,15.1,10.4,13.0,22,305,YUKON,Undefined,A,6
GMC,SUV - STANDARD,5.3,8,X,15.1,10.4,13.0,22,305,YUKON,Flexible-fuel vehicle,A,6
GMC,SUV - STANDARD,5.3,8,E,20.0,13.5,17.1,17,284,YUKON,Flexible-fuel vehicle,A,6
GMC,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310,YUKON,Four-wheel drive,A,6
GMC,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310,YUKON,"Four-wheel drive, Flexible-fuel vehicle",A,6
GMC,SUV - STANDARD,5.3,8,E,20.8,14.5,18.0,16,299,YUKON,"Four-wheel drive, Flexible-fuel vehicle",A,6
GMC,SUV - STANDARD,6.2,8,Z,16.0,11.7,14.1,20,330,YUKON,Four-wheel drive,A,8
GMC,SUV - STANDARD,5.3,8,X,15.1,10.4,13.0,22,305,YUKON,Undefined,A,6
GMC,SUV - STANDARD,5.3,8,X,15.1,10.4,13.0,22,305,YUKON,Flexible-fuel vehicle,A,6
GMC,SUV - STANDARD,5.3,8,E,20.0,13.5,17.1,17,284,YUKON,Flexible-fuel vehicle,A,6
GMC,SUV - STANDARD,5.3,8,X,15.4,10.8,13.3,21,312,YUKON,Four-wheel drive,A,6
GMC,SUV - STANDARD,5.3,8,X,15.4,10.8,13.3,21,312,YUKON,"Four-wheel drive, Flexible-fuel vehicle",A,6
GMC,SUV - STANDARD,5.3,8,E,22.1,15.4,19.1,15,317,YUKON,"Four-wheel drive, Flexible-fuel vehicle",A,6
GMC,SUV - STANDARD,6.2,8,Z,16.3,11.7,14.2,20,333,YUKON,Four-wheel drive,A,8
HONDA,MID-SIZE,2.4,4,X,9.2,6.9,8.2,34,190,ACCORD,Undefined,AV,7
HONDA,MID-SIZE,2.4,4,X,10.4,7.4,9.0,31,210,ACCORD,Undefined,M,6
HONDA,MID-SIZE,3.5,6,X,11.4,7.4,9.6,29,225,ACCORD,Undefined,AS,6
HONDA,MID-SIZE,3.5,6,X,12.9,8.4,10.9,26,254,ACCORD,Undefined,M,6
HONDA,MID-SIZE,2.4,4,X,8.7,6.6,7.8,36,180,ACCORD,Undefined,AV,0
HONDA,MID-SIZE,3.5,6,X,11.4,7.2,9.5,30,223,ACCORD,Undefined,A,6
HONDA,MID-SIZE,2.0,4,X,4.9,5.1,5.0,56,114,ACCORD,Undefined,AV,0
HONDA,COMPACT,1.5,4,X,7.5,5.9,6.8,42,158,CIVIC,Undefined,AV,7
HONDA,COMPACT,1.5,4,X,7.7,5.7,6.8,42,159,CIVIC,Undefined,M,6
HONDA,COMPACT,2.0,4,X,7.8,6.0,7.0,40,163,CIVIC,Undefined,AV,0
HONDA,COMPACT,2.0,4,X,8.5,6.1,7.4,38,173,CIVIC,Undefined,M,6
HONDA,MID-SIZE,1.5,4,X,7.4,5.6,6.6,43,153,CIVIC,Undefined,AV,0
HONDA,MID-SIZE,2.0,4,X,7.8,6.0,7.0,40,163,CIVIC,Undefined,AV,0
HONDA,MID-SIZE,2.0,4,X,8.5,6.0,7.4,38,172,CIVIC,Undefined,M,6
HONDA,FULL-SIZE,1.5,4,X,7.7,6.0,6.9,41,162,CIVIC,Undefined,AV,0
HONDA,FULL-SIZE,1.5,4,X,7.9,6.6,7.3,39,170,CIVIC,Undefined,AV,7
HONDA,FULL-SIZE,1.5,4,Z,7.9,6.6,7.3,39,170,CIVIC,Undefined,AV,7
HONDA,FULL-SIZE,1.5,4,X,8.0,6.2,7.2,39,167,CIVIC,Undefined,M,6
HONDA,FULL-SIZE,1.5,4,Z,8.0,6.2,7.2,39,167,CIVIC,Undefined,M,6
HONDA,SUV - SMALL,1.5,4,X,8.4,7.0,7.8,36,181,CR-V,Undefined,AV,0
HONDA,SUV - SMALL,1.5,4,X,8.7,7.2,8.0,35,188,CR-V,All-wheel drive,AV,0
HONDA,STATION WAGON - SMALL,1.5,4,X,7.0,5.9,6.5,43,154,FIT,Undefined,AV,0
HONDA,STATION WAGON - SMALL,1.5,4,X,7.6,6.4,7.0,40,164,FIT,Undefined,AV,7
HONDA,STATION WAGON - SMALL,1.5,4,X,8.1,6.6,7.4,38,174,FIT,Undefined,M,6
HONDA,STATION WAGON - SMALL,1.8,4,X,8.3,6.9,7.7,37,180,HR-V,Undefined,AV,0
HONDA,STATION WAGON - SMALL,1.8,4,X,8.3,6.9,7.7,37,180,HR-V,Undefined,AV,7
HONDA,STATION WAGON - SMALL,1.8,4,X,9.4,7.1,8.4,34,195,HR-V,Undefined,M,6
HONDA,STATION WAGON - SMALL,1.8,4,X,8.9,7.5,8.2,34,194,HR-V,All-wheel drive,AV,0
HONDA,STATION WAGON - SMALL,1.8,4,X,8.9,7.5,8.2,34,194,HR-V,All-wheel drive,AV,7
HONDA,MINIVAN,3.5,6,X,12.3,8.6,10.7,26,251,ODYSSEY,Undefined,A,6
HONDA,SUV - SMALL,3.5,6,X,12.4,8.8,10.8,26,254,PILOT,Undefined,A,6
HONDA,SUV - SMALL,3.5,6,X,13.0,9.3,11.3,25,266,PILOT,All-wheel drive,A,6
HONDA,SUV - SMALL,3.5,6,X,12.4,9.3,11.0,26,256,PILOT,All-wheel drive,AS,9
HONDA,PICKUP TRUCK - STANDARD,3.5,6,X,12.8,9.5,11.3,25,264,RIDGELINE,All-wheel drive,A,6
HYUNDAI,COMPACT,1.6,4,X,8.9,6.6,7.9,36,182,ACCENT,Undefined,AS,6
HYUNDAI,COMPACT,1.6,4,X,8.8,6.5,7.8,36,184,ACCENT,Undefined,M,6
HYUNDAI,MID-SIZE,2.0,4,X,8.3,6.4,7.4,38,174,ELANTRA,Undefined,AS,6
HYUNDAI,MID-SIZE,2.0,4,X,9.1,6.6,8.0,35,187,ELANTRA,Undefined,M,6
HYUNDAI,MID-SIZE,2.0,4,X,9.8,7.3,8.7,32,206,ELANTRA,Undefined,AS,6
HYUNDAI,MID-SIZE,2.0,4,X,9.8,7.2,8.7,32,204,ELANTRA,Undefined,M,6
HYUNDAI,FULL-SIZE,1.6,4,X,4.3,4.4,4.4,64,103,IONIQ,Undefined,AM,6
HYUNDAI,FULL-SIZE,1.6,4,X,4.2,4.0,4.1,69,96,IONIQ,Undefined,AM,6
HYUNDAI,SUV - SMALL,3.3,6,X,12.9,9.4,11.3,25,265,SANTA,Undefined,AS,6
HYUNDAI,SUV - SMALL,3.3,6,X,13.0,9.7,11.5,25,269,SANTA,All-wheel drive,AS,6
HYUNDAI,SUV - SMALL,2.4,4,X,11.1,8.6,10.0,28,235,SANTA,Undefined,AS,6
HYUNDAI,SUV - SMALL,2.0,4,X,12.5,9.6,11.2,25,264,SANTA,All-wheel drive,AS,6
HYUNDAI,SUV - SMALL,2.4,4,X,12.0,9.1,10.7,26,253,SANTA,All-wheel drive,AS,6
HYUNDAI,SUV - SMALL,3.3,6,X,13.9,10.8,12.5,23,295,SANTA,All-wheel drive,AS,6
HYUNDAI,FULL-SIZE,2.0,4,X,10.5,7.6,9.2,31,216,SONATA,Undefined,AS,6
HYUNDAI,FULL-SIZE,2.4,4,X,9.4,6.7,8.2,34,194,SONATA,Undefined,AS,6
HYUNDAI,FULL-SIZE,2.4,4,X,10.0,7.2,8.7,32,207,SONATA,Undefined,AS,6
HYUNDAI,MID-SIZE,2.0,4,X,6.3,5.7,6.0,47,143,SONATA,Undefined,AS,6
HYUNDAI,MID-SIZE,2.0,4,X,6.0,5.3,5.7,50,137,SONATA,Undefined,AS,6
HYUNDAI,SUV - SMALL,1.6,4,X,9.9,8.5,9.3,30,221,TUCSON,Undefined,AM,7
HYUNDAI,SUV - SMALL,2.0,4,X,10.1,7.8,9.0,31,213,TUCSON,Undefined,AS,6
HYUNDAI,SUV - SMALL,2.0,4,X,11.0,9.1,10.2,28,241,TUCSON,All-wheel drive,AS,6
HYUNDAI,COMPACT,1.6,4,X,8.3,6.7,7.6,37,180,VELOSTER,Undefined,AM,6
HYUNDAI,COMPACT,1.6,4,X,8.9,6.9,8.0,35,188,VELOSTER,Undefined,M,6
HYUNDAI,COMPACT,1.6,4,X,8.9,7.3,8.2,34,193,VELOSTER,Undefined,AS,6
HYUNDAI,COMPACT,1.6,4,X,9.4,7.2,8.4,34,200,VELOSTER,Undefined,M,6
INFINITI,MID-SIZE,2.0,4,Z,10.7,8.4,9.6,29,226,Q50,All-wheel drive,AS,7
INFINITI,MID-SIZE,3.0,6,Z,12.6,8.8,10.9,26,256,Q50,All-wheel drive,AS,7
INFINITI,MID-SIZE,3.0,6,Z,12.3,9.2,10.9,26,257,Q50S,All-wheel drive,AS,7
INFINITI,COMPACT,3.5,6,Z,9.1,7.7,8.5,33,200,Q50,All-wheel drive,AS,7
INFINITI,SUBCOMPACT,2.0,4,Z,11.2,8.5,10.0,28,233,Q60,All-wheel drive,AS,7
INFINITI,SUBCOMPACT,3.0,6,Z,12.4,8.8,10.8,26,253,Q60,All-wheel drive,AS,7
INFINITI,SUBCOMPACT,3.0,6,Z,12.5,9.2,11.0,26,259,Q60S,All-wheel drive,AS,7
INFINITI,MID-SIZE,3.7,6,Z,13.2,9.8,11.7,24,274,Q70,All-wheel drive,AS,7
INFINITI,MID-SIZE,5.6,8,Z,14.9,10.2,12.8,22,300,Q70,All-wheel drive,AS,7
INFINITI,MID-SIZE,3.5,6,Z,8.4,7.1,7.8,36,184,Q70,Undefined,AS,7
INFINITI,COMPACT,2.0,4,Z,9.7,7.1,8.5,33,200,QX30,Undefined,AM,7
INFINITI,COMPACT,2.0,4,Z,10.6,8.0,9.4,30,221,QX30,All-wheel drive,AM,7
INFINITI,STATION WAGON - SMALL,3.7,6,Z,13.7,9.8,11.9,24,280,QX50,All-wheel drive,AS,7
INFINITI,SUV - SMALL,3.5,6,Z,11.9,8.8,10.5,27,246,QX60,Undefined,AV,7
INFINITI,SUV - SMALL,3.5,6,Z,12.5,9.1,10.9,26,257,QX60,All-wheel drive,AV,7
INFINITI,SUV - STANDARD,2.5,4,X,9.5,8.6,9.1,31,214,QX60,All-wheel drive,AV,7
INFINITI,SUV - SMALL,3.7,6,Z,14.5,10.8,12.8,22,301,QX70,All-wheel drive,AS,7
INFINITI,SUV - STANDARD,5.6,8,Z,17.4,12.2,15.1,19,355,QX80,Four-wheel drive,AS,7
JAGUAR,SUV - SMALL,3.0,6,Z,13.3,10.0,11.8,24,277,F-PACE,Undefined,AS,8
JAGUAR,TWO-SEATER,3.0,6,Z,11.9,8.5,10.4,27,242,F-TYPE,Undefined,AS,8
JAGUAR,TWO-SEATER,3.0,6,Z,14.9,9.8,12.6,22,296,F-TYPE,Undefined,M,6
JAGUAR,TWO-SEATER,3.0,6,Z,11.9,8.5,10.4,27,242,F-TYPE,Undefined,AS,8
JAGUAR,TWO-SEATER,3.0,6,Z,14.9,9.8,12.6,22,296,F-TYPE,Undefined,M,6
JAGUAR,TWO-SEATER,5.0,8,Z,15.6,10.4,13.3,21,311,F-TYPE,All-wheel drive,AS,8
JAGUAR,TWO-SEATER,5.0,8,Z,15.6,10.4,13.3,21,311,F-TYPE,All-wheel drive,AS,6
JAGUAR,TWO-SEATER,3.0,6,Z,12.4,8.8,10.8,26,253,F-TYPE,Undefined,AS,8
JAGUAR,TWO-SEATER,3.0,6,Z,15.3,10.0,12.9,22,302,F-TYPE,Undefined,M,6
JAGUAR,TWO-SEATER,3.0,6,Z,13.0,9.2,11.3,25,265,F-TYPE,All-wheel drive,AS,8
JAGUAR,TWO-SEATER,3.0,6,Z,12.4,8.8,10.8,26,253,F-TYPE,Undefined,AS,8
JAGUAR,TWO-SEATER,3.0,6,Z,15.3,10.0,12.9,22,302,F-TYPE,Undefined,M,6
JAGUAR,TWO-SEATER,3.0,6,Z,13.0,9.2,11.3,25,265,F-TYPE,All-wheel drive,AS,8
JAGUAR,COMPACT,2.0,4,D,7.8,5.8,6.9,41,186,XE,All-wheel drive,AS,8
JAGUAR,COMPACT,3.0,6,Z,11.8,8.2,10.2,28,238,XE,All-wheel drive,AS,8
JAGUAR,MID-SIZE,2.0,4,D,7.8,5.8,6.9,41,186,XF,All-wheel drive,AS,8
JAGUAR,MID-SIZE,3.0,6,Z,12.0,8.4,10.4,27,243,XF,All-wheel drive,AS,8
JAGUAR,FULL-SIZE,3.0,6,Z,14.0,9.0,11.8,24,276,XJ,All-wheel drive,AS,8
JAGUAR,FULL-SIZE,3.0,6,Z,14.0,9.4,11.9,24,280,XJL,All-wheel drive,AS,8
JAGUAR,FULL-SIZE,5.0,8,Z,15.8,10.3,13.3,21,313,XJR,Undefined,AS,8
JAGUAR,FULL-SIZE,5.0,8,Z,15.8,10.3,13.3,21,313,XJR,Long wheelbase,AS,8
JEEP,SUV - SMALL,2.4,4,X,11.0,7.8,9.6,29,225,CHEROKEE,Undefined,A,9
JEEP,SUV - SMALL,3.2,6,X,11.4,8.3,10.0,28,234,CHEROKEE,Undefined,A,9
JEEP,SUV - SMALL,2.4,4,X,11.3,8.4,10.0,28,235,CHEROKEE,Four-wheel drive,A,9
JEEP,SUV - SMALL,3.2,6,X,11.6,8.6,10.3,27,241,CHEROKEE,Four-wheel drive,A,9
JEEP,SUV - SMALL,2.4,4,X,11.4,8.7,10.2,28,240,CHEROKEE,Four-wheel drive,A,9
JEEP,SUV - SMALL,3.2,6,X,12.8,9.0,11.1,25,259,CHEROKEE,Four-wheel drive,A,9
JEEP,SUV - SMALL,2.4,4,X,12.1,9.4,10.9,26,256,CHEROKEE,Four-wheel drive,A,9
JEEP,SUV - SMALL,3.2,6,X,12.9,9.9,11.6,24,269,CHEROKEE,Four-wheel drive,A,9
JEEP,SUV - SMALL,2.0,4,X,10.8,9.0,10.0,28,235,COMPASS,Undefined,AV,0
JEEP,SUV - SMALL,2.0,4,X,10.3,7.9,9.3,30,216,COMPASS,Undefined,M,5
JEEP,SUV - SMALL,2.4,4,X,11.3,8.7,10.1,28,238,COMPASS,Undefined,A,6
JEEP,SUV - SMALL,2.4,4,X,10.2,8.3,9.3,30,219,COMPASS,Undefined,M,5
JEEP,SUV - SMALL,2.4,4,X,11.7,9.2,10.6,27,249,COMPASS,Four-wheel drive,A,6
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,259,COMPASS,Four-wheel drive,AV,0
JEEP,SUV - SMALL,2.4,4,X,10.6,8.7,9.8,29,230,COMPASS,Four-wheel drive,M,5
JEEP,SUV - STANDARD,3.6,6,X,12.7,9.6,11.3,25,265,GRAND,Four-wheel drive,A,8
JEEP,SUV - STANDARD,5.7,8,X,16.6,10.7,14.0,20,328,GRAND,Four-wheel drive,A,8
JEEP,SUV - STANDARD,6.4,8,Z,18.3,12.6,15.7,18,368,GRAND,Undefined,A,8
JEEP,SUV - SMALL,2.4,4,X,10.6,7.6,9.3,30,218,NEW,Undefined,A,6
JEEP,SUV - SMALL,2.4,4,X,10.4,7.3,9.0,31,211,NEW,Undefined,M,6
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222,NEW,Four-wheel drive,A,9
JEEP,SUV - SMALL,2.4,4,X,10.8,7.6,9.4,30,221,NEW,Four-wheel drive,M,6
JEEP,SUV - SMALL,2.0,4,X,10.8,9.0,10.0,28,235,PATRIOT,Undefined,AV,0
JEEP,SUV - SMALL,2.0,4,X,10.3,7.9,9.3,30,216,PATRIOT,Undefined,M,5
JEEP,SUV - SMALL,2.4,4,X,11.3,8.7,10.1,28,238,PATRIOT,Undefined,A,6
JEEP,SUV - SMALL,2.4,4,X,10.2,8.3,9.3,30,219,PATRIOT,Undefined,M,5
JEEP,SUV - SMALL,2.4,4,X,11.7,9.2,10.6,27,249,PATRIOT,Four-wheel drive,A,6
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,259,PATRIOT,Four-wheel drive,AV,0
JEEP,SUV - SMALL,2.4,4,X,10.6,8.7,9.8,29,230,PATRIOT,Four-wheel drive,M,5
JEEP,SUV - SMALL,1.4,4,X,9.9,7.7,8.9,32,209,RENEGADE,Undefined,M,6
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222,RENEGADE,Flexible-fuel vehicle,A,9
JEEP,SUV - SMALL,2.4,4,E,14.4,10.2,12.5,23,206,RENEGADE,Flexible-fuel vehicle,A,9
JEEP,SUV - SMALL,1.4,4,X,9.9,7.7,8.9,32,211,RENEGADE,Four-wheel drive,M,6
JEEP,SUV - SMALL,2.4,4,X,11.2,8.2,9.8,29,230,RENEGADE,Four-wheel drive,A,9
JEEP,SUV - SMALL,3.6,6,X,14.1,11.1,12.8,22,299,WRANGLER,Four-wheel drive,A,5
JEEP,SUV - SMALL,3.6,6,X,14.2,11.0,12.8,22,298,WRANGLER,Four-wheel drive,M,6
JEEP,SUV - SMALL,3.6,6,X,14.7,11.7,13.4,21,313,WRANGLER,Four-wheel drive,A,5
JEEP,SUV - SMALL,3.6,6,X,15.0,11.4,13.3,21,312,WRANGLER,Four-wheel drive,M,6
KIA,FULL-SIZE,3.3,6,X,11.5,8.5,10.2,28,237,CADENZA,Undefined,AS,8
KIA,MID-SIZE,2.0,4,X,7.9,6.3,7.2,39,170,FORTE,Undefined,AS,6
KIA,MID-SIZE,2.0,4,X,9.4,7.0,8.3,34,198,FORTE,Undefined,AS,6
KIA,MID-SIZE,2.0,4,X,9.4,6.8,8.3,34,195,FORTE,Undefined,M,6
KIA,FULL-SIZE,1.6,4,X,9.4,7.9,8.7,32,207,FORTE,Undefined,AM,7
KIA,FULL-SIZE,2.0,4,X,9.7,7.0,8.3,34,197,FORTE,Undefined,AS,6
KIA,FULL-SIZE,2.0,4,X,9.8,7.3,8.7,32,204,FORTE,Undefined,M,6
KIA,COMPACT,1.6,4,X,9.6,7.4,8.6,33,204,FORTE,Undefined,AM,7
KIA,COMPACT,1.6,4,X,10.1,8.0,9.2,31,216,FORTE,Undefined,M,6
KIA,COMPACT,2.0,4,X,9.6,7.3,8.6,33,203,FORTE,Undefined,AS,6
KIA,COMPACT,2.0,4,X,9.9,7.6,8.8,32,209,FORTE,Undefined,M,6
KIA,FULL-SIZE,3.8,6,X,13.8,9.3,11.8,24,279,K900,Undefined,AS,8
KIA,FULL-SIZE,5.0,8,Z,15.6,10.6,13.3,21,317,K900,Undefined,AS,8
KIA,STATION WAGON - SMALL,1.6,4,X,4.6,5.1,4.8,59,114,NIRO,Undefined,AM,6
KIA,STATION WAGON - SMALL,1.6,4,X,4.5,4.8,4.7,60,110,NIRO,Undefined,AM,6
KIA,STATION WAGON - SMALL,1.6,4,X,5.1,5.8,5.4,52,129,NIRO,Undefined,AM,6
KIA,FULL-SIZE,2.4,4,X,9.6,6.8,8.4,34,198,OPTIMA,Undefined,AS,6
KIA,FULL-SIZE,2.4,4,X,9.3,6.6,8.0,35,190,OPTIMA,Undefined,AS,6
KIA,FULL-SIZE,2.0,4,X,10.9,7.6,9.4,30,224,OPTIMA,Undefined,AS,6
KIA,MID-SIZE,2.0,4,X,6.0,5.1,5.6,50,132,OPTIMA,Undefined,AS,6
KIA,COMPACT,1.6,4,X,8.8,6.5,7.8,36,181,RIO,Undefined,AS,6
KIA,COMPACT,1.6,4,X,8.8,6.6,7.8,36,181,RIO,Undefined,M,6
KIA,STATION WAGON - MID-SIZE,2.0,4,X,9.9,7.6,8.9,32,210,RONDO,Undefined,AS,6
KIA,MINIVAN,3.3,6,X,13.2,9.7,11.6,24,275,SEDONA,Undefined,AS,6
KIA,MINIVAN,3.3,6,X,12.9,9.5,11.4,25,269,SEDONA,Undefined,AS,6
KIA,MINIVAN,3.3,6,X,14.1,10.5,12.5,23,296,SEDONA,Undefined,AS,6
KIA,SUV - SMALL,2.4,4,X,11.2,8.3,9.9,29,234,SORENTO,Undefined,AS,6
