Make,Model1,Model2,Vehicle Class,Transmission1,Transmission2,Fuel Type,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Cluster,Make_Name,Cluster_Rank
38,510,11,0,3,6,4,2.0,4,12.5,9.5,11.2,25,254,2,SUBARU,2
38,510,11,0,4,4,4,2.0,4,11.3,8.4,10.0,28,233,2,SUBARU,2
38,510,11,0,4,4,4,2.5,4,13.8,10.2,12.2,23,285,2,SUBARU,2
38,539,0,11,3,4,3,2.0,4,9.1,7.0,8.1,35,191,2,SUBARU,2
38,539,0,11,4,3,3,2.0,4,10.2,7.7,9.1,31,214,2,SUBARU,2
38,539,0,11,3,4,3,2.0,4,7.9,6.9,7.5,38,175,2,SUBARU,2
39,18,6,12,2,3,3,4.0,6,14.2,11.1,12.8,22,298,1,TOYOTA,1
39,18,6,12,2,3,3,4.0,6,14.2,11.1,12.8,22,298,1,TOYOTA,1
39,58,11,2,2,4,3,3.5,6,11.4,7.6,9.7,29,225,1,TOYOTA,1
39,87,11,2,2,4,3,2.5,4,9.4,6.7,8.2,34,192,1,TOYOTA,1
39,87,11,2,2,4,3,3.5,6,11.0,7.7,9.5,30,222,1,TOYOTA,1
39,87,11,2,3,0,3,2.5,4,5.5,6.0,5.7,50,134,1,TOYOTA,1
39,87,11,2,3,0,3,2.5,4,5.7,6.0,5.9,48,137,1,TOYOTA,1
39,106,11,2,0,2,3,1.8,4,8.6,6.5,7.6,37,179,1,TOYOTA,1
39,106,11,2,3,0,3,1.8,4,8.2,6.2,7.3,39,171,1,TOYOTA,1
39,106,11,2,3,5,3,1.8,4,7.9,6.1,7.1,40,166,1,TOYOTA,1
39,106,11,2,4,4,3,1.8,4,8.4,6.4,7.5,38,174,1,TOYOTA,1
39,106,11,2,3,0,3,1.8,4,7.7,5.6,6.8,42,160,1,TOYOTA,1
39,106,11,2,3,0,3,1.8,4,7.7,6.0,6.9,41,162,1,TOYOTA,1
39,241,11,11,2,4,3,3.5,6,12.5,9.3,11.1,25,260,1,TOYOTA,1
39,241,0,12,2,4,3,3.5,6,13.0,9.8,11.6,24,272,1,TOYOTA,1
39,241,0,12,3,4,3,3.5,6,8.6,8.4,8.5,33,198,1,TOYOTA,1
39,241,0,12,3,4,3,3.5,6,8.4,8.3,8.4,34,195,1,TOYOTA,1
39,350,11,2,3,0,3,1.8,4,4.4,4.6,4.5,63,104,1,TOYOTA,1
39,350,11,0,3,0,3,1.5,4,4.5,5.1,4.7,60,111,1,TOYOTA,1
39,350,11,8,3,0,3,1.8,4,5.4,5.8,5.6,50,131,1,TOYOTA,1
39,384,11,11,2,4,3,2.5,4,10.1,7.7,9.0,31,212,1,TOYOTA,1
39,384,0,11,2,4,3,2.5,4,10.5,8.2,9.5,30,220,1,TOYOTA,1
39,384,0,11,3,4,3,2.5,4,6.9,7.6,7.2,39,169,1,TOYOTA,1
39,384,11,11,2,4,3,2.5,4,10.0,7.6,8.9,32,208,1,TOYOTA,1
39,384,0,11,2,4,3,2.5,4,10.6,8.1,9.4,30,220,1,TOYOTA,1
39,420,6,12,2,4,3,5.7,8,18.8,14.0,16.6,17,382,1,TOYOTA,1
39,422,11,4,2,4,3,3.5,6,13.0,9.5,11.4,25,267,1,TOYOTA,1
39,422,0,4,2,4,3,3.5,6,14.4,10.2,12.5,23,290,1,TOYOTA,1
39,457,11,5,2,4,3,2.7,4,12.0,10.0,11.1,25,261,1,TOYOTA,1
39,457,11,5,2,4,3,3.5,6,12.6,10.0,11.4,25,267,1,TOYOTA,1
39,457,6,5,2,4,3,2.7,4,12.7,10.5,11.7,24,274,1,TOYOTA,1
39,457,6,5,4,3,3,2.7,4,12.4,11.4,11.9,24,279,1,TOYOTA,1
39,457,6,5,2,4,3,3.5,6,13.1,10.5,11.9,24,280,1,TOYOTA,1
39,457,6,5,4,4,3,3.5,6,13.6,11.2,12.5,23,292,1,TOYOTA,1
39,457,6,5,4,4,3,3.5,6,13.8,11.7,12.9,22,300,1,TOYOTA,1
39,475,11,6,2,4,3,4.6,8,15.9,12.3,14.3,20,335,1,TOYOTA,1
39,475,11,6,2,4,3,5.7,8,17.3,13.0,15.4,18,360,1,TOYOTA,1
39,475,6,6,2,4,3,4.6,8,16.9,12.9,15.1,19,351,1,TOYOTA,1
39,475,6,6,2,4,3,5.7,8,18.2,14.1,16.3,17,380,1,TOYOTA,1
39,498,11,11,2,4,3,2.7,4,11.6,9.0,10.4,27,244,1,TOYOTA,1
39,498,11,11,2,4,3,3.5,6,12.5,9.0,10.9,26,256,1,TOYOTA,1
39,498,6,11,2,4,3,2.7,4,11.6,9.2,10.5,27,241,1,TOYOTA,1
39,498,6,11,2,4,3,3.5,6,12.8,9.3,11.3,25,263,1,TOYOTA,1
39,540,11,0,2,4,3,1.5,4,7.2,5.6,6.4,44,151,1,TOYOTA,1
39,540,11,0,4,4,3,1.5,4,7.6,5.7,6.7,42,157,1,TOYOTA,1
39,540,11,0,0,2,3,1.5,4,7.8,6.6,7.3,39,170,1,TOYOTA,1
39,540,11,0,4,3,3,1.5,4,7.7,6.3,7.1,40,165,1,TOYOTA,1
40,74,11,0,2,4,3,1.8,4,9.6,7.0,8.4,34,196,1,VOLKSWAGEN,1
40,74,11,0,4,3,3,1.8,4,9.5,6.9,8.4,34,196,1,VOLKSWAGEN,1
40,74,11,10,2,4,3,1.8,4,9.6,7.0,8.4,34,196,1,VOLKSWAGEN,1
40,74,11,0,2,4,3,1.8,4,9.7,7.5,8.7,32,203,1,VOLKSWAGEN,1
40,92,11,0,1,4,4,2.0,4,10.7,7.7,9.3,30,217,1,VOLKSWAGEN,1
40,226,11,0,2,4,3,1.8,4,9.3,6.5,8.1,35,189,1,VOLKSWAGEN,1
40,226,11,0,4,3,3,1.8,4,9.3,6.4,8.0,35,187,1,VOLKSWAGEN,1
40,226,11,0,1,4,3,2.0,4,9.5,7.2,8.5,33,198,1,VOLKSWAGEN,1
40,226,11,0,4,4,3,2.0,4,9.4,6.9,8.3,34,193,1,VOLKSWAGEN,1
40,226,11,0,1,4,4,2.0,4,10.4,7.9,9.3,30,216,1,VOLKSWAGEN,1
40,226,11,0,4,4,4,2.0,4,10.9,7.7,9.4,30,220,1,VOLKSWAGEN,1
40,226,11,9,2,4,3,1.8,4,9.4,6.8,8.2,34,193,1,VOLKSWAGEN,1
40,226,11,9,4,3,3,1.8,4,9.5,6.6,8.2,34,192,1,VOLKSWAGEN,1
40,254,11,0,2,4,3,1.4,4,8.5,6.0,7.3,39,173,1,VOLKSWAGEN,1
40,254,11,0,4,3,3,1.4,4,8.3,5.9,7.2,39,168,1,VOLKSWAGEN,1
40,254,11,0,2,4,3,1.8,4,9.2,6.4,8.0,35,186,1,VOLKSWAGEN,1
40,254,11,0,4,3,3,1.8,4,9.4,6.4,8.1,35,189,1,VOLKSWAGEN,1
40,254,11,0,1,4,3,2.0,4,9.8,7.0,8.6,33,201,1,VOLKSWAGEN,1
40,254,11,0,4,4,3,2.0,4,10.1,7.2,8.8,32,207,1,VOLKSWAGEN,1
40,254,11,0,1,5,4,1.4,4,5.7,4.9,5.3,53,124,1,VOLKSWAGEN,1
40,345,11,2,2,4,3,1.8,4,9.4,6.3,8.0,35,187,1,VOLKSWAGEN,1
40,345,11,2,4,4,3,1.8,4,9.5,6.4,8.1,35,189,1,VOLKSWAGEN,1
40,345,11,2,1,4,3,3.6,6,11.9,8.5,10.4,27,243,1,VOLKSWAGEN,1
40,461,11,11,2,4,4,2.0,4,11.7,9.5,10.7,26,251,1,VOLKSWAGEN,1
40,461,11,11,4,4,4,2.0,4,13.0,9.0,11.2,25,259,1,VOLKSWAGEN,1
40,461,11,11,2,4,4,2.0,4,11.6,9.3,10.6,27,248,1,VOLKSWAGEN,1
40,465,11,12,2,6,3,3.6,6,14.1,10.4,12.4,23,292,1,VOLKSWAGEN,1
40,465,11,12,2,6,0,3.0,6,11.2,8.4,9.8,29,270,1,VOLKSWAGEN,1
41,411,0,0,2,4,3,2.5,5,11.8,8.6,10.3,27,239,2,VOLVO,2
41,411,11,0,2,6,3,2.0,4,9.6,6.7,8.3,34,193,2,VOLVO,2
41,411,0,0,2,4,3,2.5,5,11.6,8.2,10.1,28,233,2,VOLVO,2
41,411,11,0,2,6,3,2.0,4,9.6,6.7,8.3,34,193,2,VOLVO,2
41,411,0,0,2,4,3,2.5,5,11.6,8.2,10.1,28,233,2,VOLVO,2
41,411,11,0,2,6,4,2.0,4,10.6,7.7,9.3,30,218,2,VOLVO,2
41,411,0,0,2,6,4,2.0,4,11.3,8.2,9.9,29,231,2,VOLVO,2
41,411,0,0,2,4,3,3.0,6,13.0,9.0,11.2,25,259,2,VOLVO,2
41,411,11,0,2,4,3,3.0,6,13.0,9.0,11.2,25,259,2,VOLVO,2
41,414,11,2,2,6,3,2.0,4,9.6,6.7,8.3,34,193,2,VOLVO,2
41,491,0,9,2,4,3,2.5,5,11.8,8.6,10.3,27,239,2,VOLVO,2
41,491,11,9,2,6,3,2.0,4,9.6,6.7,8.3,34,193,2,VOLVO,2
41,491,0,9,2,4,3,2.5,5,11.6,8.2,10.1,28,233,2,VOLVO,2
41,491,0,9,2,6,4,2.0,4,11.3,8.2,9.9,29,231,2,VOLVO,2
41,491,0,9,2,4,3,3.0,6,13.0,9.0,11.2,25,259,2,VOLVO,2
41,491,11,9,2,4,3,3.0,6,13.0,9.0,11.2,25,259,2,VOLVO,2
41,521,11,11,2,6,3,2.0,4,10.3,7.6,9.1,31,213,2,VOLVO,2
41,521,0,11,2,4,3,2.5,5,12.5,9.2,11.0,26,254,2,VOLVO,2
41,521,11,11,2,6,4,2.0,4,11.0,8.1,9.7,29,226,2,VOLVO,2
41,521,0,11,2,6,4,2.0,4,11.8,9.1,10.6,27,247,2,VOLVO,2
41,521,0,11,2,4,3,3.0,6,13.7,10.1,12.0,24,276,2,VOLVO,2
41,522,11,11,2,6,3,2.0,4,10.3,7.6,9.1,31,213,2,VOLVO,2
41,522,0,11,2,4,3,2.5,5,12.5,9.2,11.0,26,254,2,VOLVO,2
41,523,11,12,2,6,4,2.0,4,10.6,9.1,10.0,28,232,2,VOLVO,2
41,523,0,12,2,6,4,2.0,4,10.8,9.5,10.2,28,239,2,VOLVO,2
41,523,0,12,2,6,4,2.0,4,11.5,9.5,10.6,27,247,2,VOLVO,2
0,246,11,0,1,6,4,2.4,4,9.4,6.8,8.2,34,192,2,ACURA,2
0,299,11,11,2,7,4,3.5,6,12.6,9.0,11.0,26,259,2,ACURA,2
0,299,11,11,2,7,4,3.5,6,12.2,9.0,10.7,26,251,2,ACURA,2
0,299,0,11,1,5,4,3.0,6,9.1,9.0,9.0,31,210,2,ACURA,2
0,328,11,13,1,7,4,3.5,6,11.1,10.8,11.0,26,261,2,ACURA,2
0,386,0,11,2,4,4,3.5,6,12.4,8.7,10.7,26,250,2,ACURA,2
0,391,11,2,1,5,4,3.5,6,8.2,7.8,8.1,35,190,2,ACURA,2
0,464,11,0,1,6,4,2.4,4,9.6,6.6,8.3,34,197,2,ACURA,2
0,464,11,0,2,7,4,3.5,6,11.2,7.5,9.6,29,226,2,ACURA,2
1,17,11,13,1,4,4,1.8,4,9.7,6.9,8.4,34,197,2,ALFA ROMEO,2
1,17,11,13,1,4,4,1.8,4,9.7,6.9,8.4,34,197,2,ALFA ROMEO,2
1,219,11,2,0,6,4,2.0,4,10.0,7.2,8.7,32,205,2,ALFA ROMEO,2
1,219,0,2,0,6,4,2.0,4,10.5,7.7,9.2,31,217,2,ALFA ROMEO,2
1,219,11,2,0,6,4,2.9,6,13.8,9.6,11.9,24,280,2,ALFA ROMEO,2
2,148,11,3,0,6,4,5.2,12,15.5,11.4,13.7,21,322,4,ASTON MARTIN,4
2,383,11,10,0,6,4,6.0,12,16.7,10.9,14.1,20,331,4,ASTON MARTIN,4
2,494,11,3,0,6,4,6.0,12,17.5,11.4,14.7,19,345,4,ASTON MARTIN,4
2,490,11,13,1,5,4,6.0,12,19.4,12.8,16.4,17,388,4,ASTON MARTIN,4
2,490,11,13,4,5,4,6.0,12,23.2,14.4,19.2,15,450,4,ASTON MARTIN,4
3,39,11,10,1,5,3,2.0,4,9.1,6.8,8.0,35,188,2,AUDI,2
3,39,11,10,1,4,3,2.0,4,9.7,7.5,8.7,32,205,2,AUDI,2
3,39,11,10,1,4,3,2.0,4,10.8,8.0,9.5,30,223,2,AUDI,2
3,40,11,0,1,5,4,2.0,4,8.6,6.4,7.6,37,177,2,AUDI,2
3,40,11,0,1,5,4,2.0,4,9.8,7.7,8.8,32,205,2,AUDI,2
3,40,11,0,4,4,4,2.0,4,9.9,7.0,8.6,33,204,2,AUDI,2
3,40,11,9,1,5,4,2.0,4,10.2,8.3,9.3,30,217,2,AUDI,2
3,41,11,10,2,6,4,2.0,4,11.0,8.0,9.7,29,226,2,AUDI,2
3,41,11,10,4,4,4,2.0,4,10.4,7.3,9.0,31,210,2,AUDI,2
3,41,11,10,2,6,4,2.0,4,11.3,8.2,9.9,29,231,2,AUDI,2
3,42,11,2,2,6,4,2.0,4,10.9,7.5,9.4,30,220,2,AUDI,2
3,42,11,2,2,6,4,3.0,6,11.5,8.2,10.0,28,238,2,AUDI,2
3,43,11,2,2,6,4,3.0,6,11.5,8.2,10.0,28,238,2,AUDI,2
3,44,11,2,2,6,4,3.0,6,12.6,8.0,10.5,27,246,2,AUDI,2
3,44,11,2,2,6,4,4.0,8,12.9,8.0,10.7,26,249,2,AUDI,2
3,45,11,1,2,6,4,4.0,8,13.1,8.3,10.9,26,255,2,AUDI,2
3,362,11,0,2,4,4,2.0,4,11.9,8.4,10.3,27,243,2,AUDI,2
3,362,11,0,2,4,4,2.0,4,11.9,8.4,10.3,27,241,2,AUDI,2
3,363,11,11,2,6,4,2.0,4,12.0,8.6,10.5,27,246,2,AUDI,2
3,363,11,11,2,6,4,3.0,6,13.2,9.2,11.4,25,267,2,AUDI,2
3,368,11,12,2,6,4,2.0,4,11.9,9.6,10.8,26,253,2,AUDI,2
3,368,11,12,2,6,4,3.0,6,12.6,9.4,11.1,25,260,2,AUDI,2
3,381,11,13,1,5,4,5.2,10,16.5,11.2,14.1,20,330,2,AUDI,2
3,381,11,13,1,5,4,5.2,10,16.5,11.2,14.1,20,330,2,AUDI,2
3,395,11,2,2,6,4,4.0,8,16.2,9.3,13.1,22,309,2,AUDI,2
3,407,11,10,1,4,4,2.0,4,11.0,8.5,9.9,29,232,2,AUDI,2
3,409,11,10,1,5,4,3.0,6,13.0,8.5,11.0,26,259,2,AUDI,2
3,409,11,10,4,4,4,3.0,6,13.8,9.0,11.7,24,273,2,AUDI,2
3,409,11,10,1,5,4,3.0,6,13.3,9.1,11.4,25,266,2,AUDI,2
3,410,11,2,1,5,4,4.0,8,13.3,8.8,11.3,25,263,2,AUDI,2
3,412,11,2,1,5,4,4.0,8,13.4,8.8,11.4,25,265,2,AUDI,2
3,413,11,2,2,6,4,4.0,8,16.2,9.9,13.4,21,312,2,AUDI,2
3,435,11,11,2,6,4,3.0,6,14.1,9.9,12.2,23,285,2,AUDI,2
3,472,11,10,1,4,3,2.0,4,10.1,7.8,9.1,31,209,2,AUDI,2
3,472,11,13,1,4,3,2.0,4,10.1,7.8,9.1,31,209,2,AUDI,2
3,473,11,10,1,4,4,2.0,4,10.3,8.6,9.5,30,222,2,AUDI,2
4,75,11,12,2,6,4,6.0,12,18.8,12.2,15.9,18,370,3,BENTLEY,5
4,104,11,0,2,6,4,4.0,8,16.1,9.4,13.1,22,307,3,BENTLEY,5
4,104,11,0,2,6,4,6.0,12,18.9,11.2,15.4,18,360,3,BENTLEY,5
4,104,11,10,2,6,4,4.0,8,17.7,10.3,14.4,20,337,3,BENTLEY,5
4,104,11,10,2,6,4,6.0,12,19.6,11.7,16.0,18,375,3,BENTLEY,5
4,195,11,2,2,6,4,4.0,8,17.0,9.9,13.8,20,321,3,BENTLEY,5
4,195,11,2,2,6,4,6.0,12,19.6,11.7,16.0,18,375,3,BENTLEY,5
4,309,11,2,2,6,4,6.8,8,21.3,12.8,17.5,16,407,3,BENTLEY,5
4,309,2,2,2,6,4,6.8,8,22.2,13.6,18.3,15,430,3,BENTLEY,5
5,4,11,10,2,6,4,2.0,4,10.0,7.2,8.7,32,207,2,BMW,2
5,4,11,10,2,6,4,2.0,4,9.8,6.8,8.4,34,197,2,BMW,2
5,4,11,10,4,4,4,2.0,4,11.1,7.3,9.4,30,219,2,BMW,2
5,4,11,10,2,6,4,2.0,4,10.5,7.4,9.1,31,213,2,BMW,2
5,4,11,10,2,6,4,2.0,4,10.2,7.4,9.0,31,210,2,BMW,2
5,6,11,0,2,6,4,2.0,4,10.0,6.5,8.4,34,200,2,BMW,2
5,6,11,0,4,4,4,2.0,4,10.2,6.7,8.6,33,202,2,BMW,2
5,6,11,0,2,6,4,2.0,4,10.3,6.9,8.8,32,206,2,BMW,2
5,7,11,0,2,6,0,2.0,4,7.9,5.9,7.0,40,189,2,BMW,2
5,7,11,9,2,6,0,2.0,4,7.9,5.9,7.0,40,189,2,BMW,2
5,9,11,0,2,6,4,2.0,4,10.5,7.4,9.1,31,213,2,BMW,2
5,9,11,1,2,6,4,2.0,4,10.5,7.4,9.1,31,213,2,BMW,2
5,9,11,9,2,6,4,2.0,4,10.5,7.4,9.1,31,213,2,BMW,2
5,11,11,0,2,6,4,3.0,6,11.1,7.8,9.6,29,224,2,BMW,2
5,11,11,0,4,4,4,3.0,6,12.2,8.2,10.4,27,242,2,BMW,2
5,11,11,0,2,6,4,3.0,6,11.4,7.8,9.8,29,228,2,BMW,2
5,11,11,0,4,4,4,3.0,6,12.2,8.5,10.5,27,246,2,BMW,2
5,11,11,1,2,6,4,3.0,6,11.9,8.1,10.2,28,238,2,BMW,2
5,14,11,10,2,6,4,2.0,4,10.6,7.3,9.1,31,211,2,BMW,2
5,14,11,0,2,6,4,2.0,4,10.5,7.4,9.1,31,213,2,BMW,2
5,14,11,0,2,6,4,2.0,4,10.5,7.4,9.1,31,213,2,BMW,2
5,16,11,0,2,6,4,3.0,6,11.1,7.8,9.6,29,224,2,BMW,2
5,16,11,0,4,4,4,3.0,6,12.2,8.2,10.4,27,242,2,BMW,2
5,16,11,10,2,6,4,3.0,6,11.9,8.1,10.2,28,238,2,BMW,2
5,16,11,0,2,6,4,3.0,6,11.4,7.8,9.8,29,228,2,BMW,2
5,16,11,0,4,4,4,3.0,6,12.2,8.5,10.5,27,246,2,BMW,2
5,16,11,0,2,6,4,3.0,6,11.4,7.8,9.8,29,228,2,BMW,2
5,24,11,2,2,6,4,2.0,4,10.5,7.4,9.1,31,213,2,BMW,2
5,27,11,2,2,6,4,3.0,6,11.4,7.8,9.8,29,228,2,BMW,2
5,29,11,10,2,6,4,3.0,6,12.4,8.4,10.6,27,249,2,BMW,2
5,29,11,0,2,6,4,3.0,6,12.4,8.4,10.6,27,249,2,BMW,2
5,30,11,10,2,6,4,4.4,8,14.7,9.7,12.5,23,292,2,BMW,2
5,30,11,0,2,6,4,4.4,8,13.8,9.1,11.7,24,273,2,BMW,2
5,30,11,0,2,6,4,4.4,8,14.7,9.7,12.5,23,292,2,BMW,2
5,32,11,1,2,6,4,3.0,6,11.9,8.1,10.2,28,238,2,BMW,2
5,34,11,1,2,6,4,4.4,8,13.8,9.1,11.7,24,273,2,BMW,2
5,33,11,1,2,6,4,4.4,8,14.7,9.7,12.5,23,292,2,BMW,2
5,51,11,0,2,6,4,4.4,8,14.7,9.7,12.5,23,292,2,BMW,2
5,51,11,1,2,6,4,4.4,8,14.7,9.7,12.5,23,292,2,BMW,2
5,278,11,10,1,5,4,3.0,6,11.8,8.9,10.5,27,245,2,BMW,2
5,278,11,10,4,4,4,3.0,6,13.1,9.2,11.4,25,267,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.1,7.8,9.6,29,224,2,BMW,2
5,280,11,10,4,4,4,3.0,6,12.2,8.2,10.4,27,242,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.1,7.8,9.6,29,224,2,BMW,2
5,280,11,10,4,4,4,3.0,6,12.5,8.4,10.7,26,250,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.4,7.8,9.8,29,228,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.4,7.8,9.8,29,228,2,BMW,2
5,281,11,0,1,5,4,3.0,6,14.0,9.7,12.1,23,284,2,BMW,2
5,281,11,0,4,4,4,3.0,6,13.7,9.1,11.7,24,273,2,BMW,2
5,283,11,10,1,5,4,3.0,6,14.1,9.6,12.1,23,283,2,BMW,2
5,283,11,10,4,4,4,3.0,6,13.7,9.1,11.7,24,273,2,BMW,2
5,283,11,0,1,5,4,3.0,6,14.0,9.7,12.1,23,284,2,BMW,2
5,283,11,0,4,4,4,3.0,6,13.7,9.1,11.7,24,273,2,BMW,2
5,286,11,0,1,5,4,4.4,8,17.2,11.6,14.7,19,343,2,BMW,2
5,286,11,0,4,4,4,4.4,8,16.2,10.9,13.8,20,324,2,BMW,2
5,286,11,10,1,5,4,4.4,8,17.2,11.6,14.7,19,343,2,BMW,2
5,286,11,10,4,4,4,4.4,8,16.2,10.9,13.8,20,324,2,BMW,2
5,286,11,0,1,5,4,4.4,8,17.2,11.6,14.7,19,343,2,BMW,2
5,286,11,0,4,4,4,4.4,8,16.2,10.9,13.8,20,324,2,BMW,2
5,288,11,1,2,6,4,6.6,12,17.7,11.9,15.1,19,355,2,BMW,2
5,513,11,11,2,6,4,2.0,4,10.5,7.4,9.1,31,213,2,BMW,2
5,515,11,11,2,6,0,2.0,4,8.7,7.1,8.0,35,211,2,BMW,2
5,515,11,11,2,6,4,2.0,4,11.1,8.5,10.0,28,233,2,BMW,2
5,515,11,11,2,6,4,3.0,6,12.7,9.1,11.1,25,260,2,BMW,2
5,516,11,11,2,6,4,3.0,6,12.7,9.1,11.1,25,260,2,BMW,2
5,516,11,11,2,6,4,2.0,4,11.8,8.6,10.3,27,240,2,BMW,2
5,517,11,12,2,6,4,4.4,8,16.6,12.1,14.6,19,341,2,BMW,2
5,517,11,12,2,6,0,3.0,6,10.3,8.0,9.3,30,249,2,BMW,2
5,517,11,12,2,6,4,3.0,6,13.0,9.8,11.5,25,270,2,BMW,2
5,517,11,12,2,6,4,4.4,8,15.6,11.3,13.7,21,320,2,BMW,2
5,518,11,12,2,6,4,4.4,8,16.6,12.1,14.6,19,341,2,BMW,2
5,518,11,12,2,6,4,3.0,6,13.0,9.8,11.5,25,270,2,BMW,2
5,518,11,12,2,6,4,4.4,8,15.6,11.3,13.7,21,320,2,BMW,2
7,164,11,12,0,4,3,3.6,6,15.7,10.6,13.4,21,315,2,BUICK,2
7,164,0,12,0,4,3,3.6,6,16.0,10.9,13.7,21,322,2,BUICK,2
7,165,11,11,2,4,3,1.4,4,9.3,7.2,8.3,34,194,2,BUICK,2
7,165,11,11,2,4,3,1.4,4,8.6,7.1,7.9,36,185,2,BUICK,2
7,165,0,11,2,4,3,1.4,4,9.8,7.7,8.8,32,208,2,BUICK,2
7,165,0,11,2,4,3,1.4,4,8.9,7.6,8.3,34,196,2,BUICK,2
7,166,0,11,0,4,4,2.0,4,11.8,9.1,10.6,27,248,2,BUICK,2
7,166,0,11,0,4,3,2.5,4,11.1,8.4,9.9,29,232,2,BUICK,2
7,266,11,2,2,6,3,3.6,6,11.2,7.5,9.5,30,224,2,BUICK,2
7,266,0,2,2,6,3,3.6,6,11.6,8.1,10.0,28,235,2,BUICK,2
7,387,11,2,2,4,4,2.0,4,11.5,8.0,9.9,29,233,2,BUICK,2
7,387,0,2,2,4,4,2.0,4,12.1,8.9,10.7,26,250,2,BUICK,2
7,499,11,0,2,4,3,2.4,4,11.3,7.6,9.7,29,226,2,BUICK,2
8,56,11,0,2,6,4,2.0,4,10.6,7.7,9.3,30,217,0,CADILLAC,3
8,56,11,0,4,4,4,2.0,4,11.8,8.0,10.1,28,236,0,CADILLAC,3
8,56,11,0,2,6,3,2.5,4,10.7,7.4,9.2,31,216,0,CADILLAC,3
8,56,11,0,2,6,3,3.6,6,11.6,8.0,10.0,28,234,0,CADILLAC,3
8,56,0,0,2,6,4,2.0,4,10.8,7.9,9.5,30,222,0,CADILLAC,3
8,56,0,0,2,6,3,3.6,6,12.2,8.6,10.6,27,248,0,CADILLAC,3
8,57,11,0,2,6,4,3.6,6,13.9,9.4,11.9,24,279,0,CADILLAC,3
8,57,11,0,4,4,4,3.6,6,14.4,10.4,12.6,22,295,0,CADILLAC,3
8,118,11,1,2,6,4,2.0,4,11.0,7.8,9.5,30,223,0,CADILLAC,3
8,118,0,1,2,6,4,3.0,6,13.0,9.1,11.2,25,263,0,CADILLAC,3
8,118,0,1,2,6,3,3.6,6,12.8,8.8,11.0,26,259,0,CADILLAC,3
8,119,11,2,2,6,4,2.0,4,11.0,7.8,9.5,30,223,0,CADILLAC,3
8,119,11,2,2,6,3,3.6,6,11.6,8.0,10.0,28,234,0,CADILLAC,3
8,119,0,2,2,6,4,2.0,4,11.2,8.2,9.8,29,229,0,CADILLAC,3
8,119,0,2,2,6,3,3.6,6,12.2,8.6,10.6,27,248,0,CADILLAC,3
8,119,11,2,2,6,4,3.6,6,15.0,9.9,12.7,22,299,0,CADILLAC,3
8,120,11,2,2,6,4,6.2,8,16.5,11.1,14.0,20,329,0,CADILLAC,3
8,171,6,12,0,6,4,6.2,8,16.1,11.7,14.1,20,331,0,CADILLAC,3
8,535,11,11,2,6,3,3.6,6,12.1,8.6,10.5,27,245,0,CADILLAC,3
8,535,0,11,2,6,3,3.6,6,12.9,8.9,11.1,25,260,0,CADILLAC,3
8,538,11,1,2,4,3,3.6,6,13.2,8.5,11.1,25,260,0,CADILLAC,3
8,538,0,1,2,4,3,3.6,6,13.7,9.0,11.6,24,272,0,CADILLAC,3
8,538,0,1,2,4,4,3.6,6,15.0,10.3,12.8,22,299,0,CADILLAC,3
9,86,11,10,2,6,4,2.0,4,10.9,7.7,9.5,30,222,4,CHEVROLET,4
9,86,11,10,4,4,4,2.0,4,11.9,8.0,10.1,28,236,4,CHEVROLET,4
9,86,11,10,2,6,3,3.6,6,12.3,8.6,10.6,27,249,4,CHEVROLET,4
9,86,11,10,4,4,3,3.6,6,14.4,8.4,11.7,24,274,4,CHEVROLET,4
9,86,11,10,2,6,4,6.2,8,14.2,8.7,11.7,24,273,4,CHEVROLET,4
9,86,11,10,4,4,4,6.2,8,14.3,9.4,12.1,23,284,4,CHEVROLET,4
9,86,11,10,2,1,4,6.2,8,19.0,11.6,15.6,18,367,4,CHEVROLET,4
9,86,11,10,4,4,4,6.2,8,17.2,12.0,14.9,19,349,4,CHEVROLET,4
9,97,11,7,3,0,3,2.0,4,9.8,9.0,9.4,30,220,4,CHEVROLET,4
9,102,11,5,0,4,3,2.5,4,12.0,9.2,10.7,26,252,4,CHEVROLET,4
9,102,11,5,4,4,3,2.5,4,12.2,9.2,10.9,26,254,4,CHEVROLET,4
9,102,11,5,0,4,0,2.8,4,10.8,7.9,9.5,30,255,4,CHEVROLET,4
9,102,11,5,0,6,3,3.6,6,13.4,9.6,11.7,24,274,4,CHEVROLET,4
9,102,6,5,0,4,3,2.5,4,12.7,9.6,11.3,25,263,4,CHEVROLET,4
9,102,6,5,0,4,0,2.8,4,12.1,8.4,10.4,27,280,4,CHEVROLET,4
9,102,6,5,0,6,3,3.6,6,14.0,9.9,12.2,23,286,4,CHEVROLET,4
9,102,6,5,0,4,0,2.8,4,12.5,10.7,11.7,24,315,4,CHEVROLET,4
9,102,6,5,0,6,3,3.6,6,15.0,13.0,14.1,20,331,4,CHEVROLET,4
